year,county,hospital,oshpd_id,performance_measure,risk_adjusted_rate,#_of_adverse_events,#_of_cases,hospital_rating
2013,los angeles,sherman oaks hospital,106190708,30-day readmission,13.75,55.0,8.0,as expected
2013,los angeles,sherman oaks hospital,106190708,30-day mortality,1.51,57.0,1.0,better
2014,los angeles,sherman oaks hospital,106190708,30-day readmission,14.84,10.0,68.0,as expected
2014,los angeles,sherman oaks hospital,106190708,30-day mortality,1.61,1.0,68.0,better
2011,los angeles,temple community hospital,106190784,30-day readmission,19.21,12.0,51.0,as expected
2011,los angeles,temple community hospital,106190784,30-day mortality,6.14,3.0,53.0,as expected
2012,los angeles,temple community hospital,106190784,30-day readmission,18.64,12.0,56.0,as expected
2012,los angeles,temple community hospital,106190784,30-day mortality,5.39,3.0,58.0,as expected
2013,los angeles,temple community hospital,106190784,30-day readmission,8.51,44.0,4.0,as expected
2013,los angeles,temple community hospital,106190784,30-day mortality,2.31,45.0,1.0,as expected
2011,los angeles,torrance memorial medical center,106190422,30-day readmission,12.09,68.0,571.0,as expected
2011,los angeles,torrance memorial medical center,106190422,30-day mortality,9.38,61.0,596.0,as expected
2012,los angeles,torrance memorial medical center,106190422,30-day readmission,15.14,81.0,543.0,as expected
2012,los angeles,torrance memorial medical center,106190422,30-day mortality,10.79,68.0,568.0,as expected
2013,los angeles,torrance memorial medical center,106190422,30-day readmission,14.58,552.0,79.0,as expected
2013,los angeles,torrance memorial medical center,106190422,30-day mortality,10.19,614.0,67.0,as expected
2014,los angeles,torrance memorial medical center,106190422,30-day readmission,15.51,80.0,544.0,worse
2014,los angeles,torrance memorial medical center,106190422,30-day mortality,8.85,53.0,576.0,as expected
2011,los angeles,valley presbyterian hospital,106190812,30-day mortality,11.31,26.0,209.0,as expected
2011,los angeles,valley presbyterian hospital,106190812,30-day readmission,15.04,32.0,193.0,as expected
2012,los angeles,valley presbyterian hospital,106190812,30-day readmission,10.38,24.0,208.0,as expected
2012,los angeles,valley presbyterian hospital,106190812,30-day mortality,10.02,24.0,224.0,as expected
2013,los angeles,valley presbyterian hospital,106190812,30-day readmission,13.29,207.0,30.0,as expected
2013,los angeles,valley presbyterian hospital,106190812,30-day mortality,9.56,238.0,23.0,as expected
2014,los angeles,valley presbyterian hospital,106190812,30-day readmission,16.39,30.0,175.0,as expected
2014,los angeles,valley presbyterian hospital,106190812,30-day mortality,6.33,11.0,181.0,as expected
2011,los angeles,verdugo hills hospital,106190818,30-day readmission,19.62,20.0,115.0,as expected
2011,los angeles,verdugo hills hospital,106190818,30-day mortality,10.34,11.0,116.0,as expected
2012,los angeles,verdugo hills hospital,106190818,30-day readmission,16.36,16.0,113.0,as expected
2012,los angeles,verdugo hills hospital,106190818,30-day mortality,12.13,14.0,115.0,as expected
2013,los angeles,verdugo hills hospital,106190818,30-day readmission,16.42,119.0,17.0,as expected
2013,los angeles,verdugo hills hospital,106190818,30-day mortality,14.76,126.0,18.0,as expected
2014,los angeles,verdugo hills hospital,106190818,30-day readmission,14.89,13.0,99.0,as expected
2014,los angeles,verdugo hills hospital,106190818,30-day mortality,15.7,17.0,104.0,as expected
2011,los angeles,west hills hospital and medical center,106190859,30-day readmission,15.09,25.0,188.0,as expected
2011,los angeles,west hills hospital and medical center,106190859,30-day mortality,12.38,28.0,209.0,as expected
2012,los angeles,west hills hospital and medical center,106190859,30-day readmission,14.89,28.0,209.0,as expected
2012,los angeles,west hills hospital and medical center,106190859,30-day mortality,12.14,33.0,233.0,as expected
2013,los angeles,west hills hospital and medical center,106190859,30-day readmission,13.12,211.0,25.0,as expected
2013,los angeles,west hills hospital and medical center,106190859,30-day mortality,11.75,241.0,32.0,as expected
2014,los angeles,west hills hospital and medical center,106190859,30-day readmission,14.83,26.0,199.0,as expected
2014,los angeles,west hills hospital and medical center,106190859,30-day mortality,7.64,17.0,212.0,as expected
2011,los angeles,white memorial medical center,106190878,30-day mortality,6.8,29.0,432.0,better
2011,los angeles,white memorial medical center,106190878,30-day readmission,15.07,77.0,416.0,as expected
2012,los angeles,white memorial medical center,106190878,30-day readmission,14.69,69.0,385.0,as expected
2012,los angeles,white memorial medical center,106190878,30-day mortality,5.54,21.0,398.0,better
2013,los angeles,white memorial medical center,106190878,30-day readmission,15.33,330.0,58.0,as expected
2013,los angeles,white memorial medical center,106190878,30-day mortality,6.39,350.0,21.0,better
2014,los angeles,white memorial medical center,106190878,30-day readmission,15.36,49.0,278.0,as expected
2014,los angeles,white memorial medical center,106190878,30-day mortality,8.84,24.0,288.0,as expected
2011,los angeles,whittier hospital medical center,106190883,30-day readmission,11.9,14.0,107.0,as expected
2011,los angeles,whittier hospital medical center,106190883,30-day mortality,4.6,5.0,110.0,as expected
2012,los angeles,whittier hospital medical center,106190883,30-day readmission,11.91,13.0,99.0,as expected
2012,los angeles,whittier hospital medical center,106190883,30-day mortality,3.32,3.0,101.0,better
2013,los angeles,whittier hospital medical center,106190883,30-day readmission,12.9,87.0,12.0,as expected
2013,los angeles,whittier hospital medical center,106190883,30-day mortality,7.58,91.0,5.0,as expected
2014,los angeles,whittier hospital medical center,106190883,30-day readmission,13.55,12.0,92.0,as expected
2014,los angeles,whittier hospital medical center,106190883,30-day mortality,3.78,2.0,93.0,as expected
2011,madera,madera community hospital,106201281,30-day readmission,13.15,8.0,61.0,as expected
2011,madera,madera community hospital,106201281,30-day mortality,18.0,10.0,67.0,as expected
2012,madera,madera community hospital,106201281,30-day readmission,11.28,6.0,58.0,as expected
2012,madera,madera community hospital,106201281,30-day mortality,21.69,7.0,63.0,as expected
2013,madera,madera community hospital,106201281,30-day readmission,10.87,57.0,6.0,as expected
2013,madera,madera community hospital,106201281,30-day mortality,28.68,66.0,11.0,worse
2014,madera,madera community hospital,106201281,30-day readmission,12.48,7.0,54.0,as expected
2014,madera,madera community hospital,106201281,30-day mortality,27.74,10.0,56.0,worse
2011,marin,kaiser foundation hospital â san rafael,106210992,30-day readmission,7.82,15.0,198.0,as expected
2011,marin,kaiser foundation hospital â san rafael,106210992,30-day mortality,8.88,21.0,208.0,as expected
2012,marin,kaiser foundation hospital â san rafael,106210992,30-day readmission,9.96,20.0,201.0,as expected
2012,marin,kaiser foundation hospital â san rafael,106210992,30-day mortality,6.06,17.0,209.0,better
2013,marin,kaiser foundation hospital â san rafael,106210992,30-day readmission,8.06,189.0,15.0,as expected
2013,marin,kaiser foundation hospital â san rafael,106210992,30-day mortality,7.16,199.0,18.0,as expected
2014,marin,kaiser foundation hospital â san rafael,106210992,30-day readmission,7.05,10.0,145.0,as expected
2014,marin,kaiser foundation hospital â san rafael,106210992,30-day mortality,11.78,20.0,153.0,as expected
2011,marin,marin general hospital,106211006,30-day readmission,12.82,31.0,245.0,as expected
2011,marin,marin general hospital,106211006,30-day mortality,9.24,33.0,255.0,as expected
2012,marin,marin general hospital,106211006,30-day readmission,10.77,23.0,226.0,as expected
2012,marin,marin general hospital,106211006,30-day mortality,10.05,31.0,239.0,as expected
2013,marin,marin general hospital,106211006,30-day readmission,10.48,240.0,23.0,as expected
2013,marin,marin general hospital,106211006,30-day mortality,7.98,268.0,28.0,as expected
2014,marin,marin general hospital,106211006,30-day readmission,7.09,14.0,221.0,as expected
2014,marin,marin general hospital,106211006,30-day mortality,7.89,24.0,235.0,as expected
2011,marin,novato community hospital,106214034,30-day readmission,2.42,1.0,39.0,as expected
2011,marin,novato community hospital,106214034,30-day mortality,14.69,10.0,42.0,as expected
2012,marin,novato community hospital,106214034,30-day readmission,10.03,5.0,48.0,as expected
2012,marin,novato community hospital,106214034,30-day mortality,14.56,9.0,51.0,as expected
2013,marin,novato community hospital,106214034,30-day readmission,14.04,54.0,7.0,as expected
2013,marin,novato community hospital,106214034,30-day mortality,8.0,60.0,4.0,as expected
2014,marin,novato community hospital,106214034,30-day readmission,12.52,6.0,53.0,as expected
2014,marin,novato community hospital,106214034,30-day mortality,2.61,1.0,53.0,as expected
2011,mendocino,frank r. howard memorial hospital,106230949,30-day readmission,0.0,0.0,31.0,as expected
2011,mendocino,frank r. howard memorial hospital,106230949,30-day mortality,8.52,4.0,31.0,as expected
2012,mendocino,frank r. howard memorial hospital,106230949,30-day readmission,2.86,1.0,40.0,as expected
2012,mendocino,frank r. howard memorial hospital,106230949,30-day mortality,7.5,4.0,40.0,as expected
2013,mendocino,frank r. howard memorial hospital,106230949,30-day readmission,5.47,40.0,2.0,as expected
2013,mendocino,frank r. howard memorial hospital,106230949,30-day mortality,8.86,43.0,4.0,as expected
2014,mendocino,frank r. howard memorial hospital,106230949,30-day readmission,9.62,3.0,33.0,as expected
2014,mendocino,frank r. howard memorial hospital,106230949,30-day mortality,7.76,4.0,33.0,as expected
2011,mendocino,mendocino coast district hospital,106231013,30-day readmission,25.28,10.0,47.0,as expected
2011,mendocino,mendocino coast district hospital,106231013,30-day mortality,10.04,5.0,49.0,as expected
2012,mendocino,mendocino coast district hospital,106231013,30-day readmission,12.25,3.0,30.0,as expected
2012,mendocino,mendocino coast district hospital,106231013,30-day mortality,10.89,5.0,31.0,as expected
2013,mendocino,mendocino coast district hospital,106231013,30-day readmission,,,,
2013,mendocino,mendocino coast district hospital,106231013,30-day mortality,16.97,30.0,6.0,as expected
2014,mendocino,mendocino coast district hospital,106231013,30-day readmission,17.23,4.0,30.0,as expected
2014,mendocino,mendocino coast district hospital,106231013,30-day mortality,16.31,5.0,32.0,as expected
2011,mendocino,ukiah valley medical center,106231396,30-day readmission,10.22,9.0,98.0,as expected
2011,mendocino,ukiah valley medical center,106231396,30-day mortality,13.14,14.0,104.0,as expected
2012,mendocino,ukiah valley medical center,106231396,30-day readmission,17.46,17.0,104.0,as expected
2012,mendocino,ukiah valley medical center,106231396,30-day mortality,14.96,20.0,113.0,as expected
2013,mendocino,ukiah valley medical center,106231396,30-day readmission,12.15,100.0,12.0,as expected
2013,mendocino,ukiah valley medical center,106231396,30-day mortality,15.94,118.0,25.0,worse
2014,mendocino,ukiah valley medical center,106231396,30-day readmission,5.04,4.0,83.0,as expected
2014,mendocino,ukiah valley medical center,106231396,30-day mortality,17.85,20.0,92.0,worse
2011,merced,mercy medical center â merced,106240942,30-day readmission,11.34,31.0,251.0,as expected
2011,merced,mercy medical center â merced,106240942,30-day mortality,10.92,38.0,273.0,as expected
2012,merced,mercy medical center â merced,106240942,30-day readmission,10.3,29.0,258.0,as expected
2012,merced,mercy medical center â merced,106240942,30-day mortality,8.22,32.0,275.0,as expected
2013,merced,mercy medical center â merced,106240942,30-day readmission,10.52,267.0,30.0,as expected
